NM_URNA_CANDIDATO,SG_PARTIDO,SG_UF,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_OCUPACAO,ST_REELEICAO,NM_EMAIL,NR_CANDIDATO
ELISEU VIEIRA,PSC,RS,67.0,MASCULINO,SUPERIOR INCOMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,20900
EVANGELISTA MARIO ,AGIR,ES,61.0,MASCULINO,SUPERIOR INCOMPLETO,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",N,NÃO DIVULGÁVEL,36770
PASTOR MARCELO GOUVEIA,AVANTE,AL,44.0,MASCULINO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,70123
THAÍSA BRASIL,AVANTE,RJ,34.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,70600
DUDU DO ONIBUS,DC,ES,42.0,MASCULINO,ENSINO MÉDIO COMPLETO,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,N,NÃO DIVULGÁVEL,27806
FABI ROCINHA EM FOCO,PP,RJ,40.0,FEMININO,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,11002
JOÃO LEITE,PSDB,MG,67.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,45777
DR LINO,PRTB,RJ,61.0,MASCULINO,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,28101
IGOR SILVA MTST,PSOL,AL,28.0,MASCULINO,ENSINO MÉDIO COMPLETO,"PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA E ZELADOR",N,NÃO DIVULGÁVEL,50123
ARNALDO ROCHA,REPUBLICANOS,PA,55.0,MASCULINO,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,10222
PALITO,PODE,SP,48.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,19222
SEU RAIMUNDO,PSB,RR,56.0,MASCULINO,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,40456
PROFESSORA DENIZA SOUZA,CIDADANIA,RS,44.0,FEMININO,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,23222
ROGÉRIO FERRAZ,PSB,RS,59.0,MASCULINO,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,40050
LAERTE PEDREIRO,SOLIDARIEDADE,SP,57.0,MASCULINO,ENSINO MÉDIO INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,77567
POGGIAN,AGIR,RJ,50.0,MASCULINO,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,36210
VERA SOVERAL,PTB,SP,74.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,14041
DR. DAVID RIOS,UNIÃO,BA,54.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,44800
KAKÁ (CARLOS CESAR),PSDB,SP,62.0,MASCULINO,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,45451
TUNINHO VIRA VIROU,PP,RJ,64.0,MASCULINO,ENSINO MÉDIO INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,11505
VITOR LOPES,AVANTE,RS,47.0,MASCULINO,LÊ E ESCREVE,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,N,NÃO DIVULGÁVEL,70010
REGINA ALVES,AVANTE,PA,41.0,FEMININO,ENSINO FUNDAMENTAL COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,70800
OSIEL ANDRADE,PRTB,RR,47.0,MASCULINO,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,28000
PASTORA MARTA BRANDÃO,UNIÃO,RN,50.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44011
SANDRA RIBEIRO,PV,RJ,56.0,FEMININO,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,43606
ANA CLEIA KIKA,PT,TO,46.0,FEMININO,SUPERIOR COMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,13300
PROFESSORA CRIS NOGUEIRA,PSB,AC,44.0,FEMININO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,40043
WASHINGTON DA UMPE,AVANTE,PE,48.0,MASCULINO,SUPERIOR COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,70555
FERNANDA MARQUES,SOLIDARIEDADE,ES,41.0,FEMININO,SUPERIOR INCOMPLETO,TÉCNICO DE MECÂNICA,N,NÃO DIVULGÁVEL,77456
MARJORIE HOSANA,PROS,SP,49.0,FEMININO,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,90160
CAPITÃ WALESKA,UNIÃO,GO,40.0,FEMININO,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,44190
PAULO MELLO,PTB,SP,65.0,MASCULINO,SUPERIOR INCOMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,14011
LEON FARES,PROS,RJ,38.0,MASCULINO,ENSINO MÉDIO COMPLETO,REPRESENTANTE COMERCIAL,N,NÃO DIVULGÁVEL,90459
MÁRIO PROPAGANDA,PP,BA,54.0,MASCULINO,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,11030
ADRIANA PINHEIRO,PROS,MG,43.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,90363
MARCELO LOUREIRO,AVANTE,PA,35.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,70221
PROF. ALYSSON NEGREIROS,PSOL,PA,45.0,MASCULINO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,50277
CORONEL PEREIRA,PSC,MA,58.0,MASCULINO,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,20190
DR SONIA SOUSA,PSC,MA,48.0,FEMININO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,20789
MATHEUS SOUSA,PL,PA,27.0,MASCULINO,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,22456
PROF RITA,REDE,RS,61.0,FEMININO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,18000
THIAGO SANTOS,PL,SP,45.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,22244
NANDO DIAZ,DC,BA,41.0,MASCULINO,ENSINO MÉDIO COMPLETO,MÚSICO,N,NÃO DIVULGÁVEL,27153
TIAGO AMARAL,PSD,PR,36.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,S,NÃO DIVULGÁVEL,55155
WILSON DOIN,PSC,SC,58.0,MASCULINO,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,20123
LUIZ ORLANDO,PSC,BA,43.0,MASCULINO,SUPERIOR COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,20179
PAULISTA,PP,RR,65.0,MASCULINO,ENSINO MÉDIO INCOMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,11101
JULIANO,PSB,AP,46.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,40123
VAL,PSD,SE,56.0,FEMININO,ENSINO MÉDIO COMPLETO,DONA DE CASA,N,NÃO DIVULGÁVEL,55255
JORGE LUIZ MATIAS,SOLIDARIEDADE,RJ,58.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,77004
ISABEL DINIZ COLETIVO POPULAR,PT,PR,54.0,FEMININO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,13300
GIRLÂNDIA BATISTA ,AVANTE,AM,46.0,FEMININO,SUPERIOR COMPLETO,ENGENHEIRO,N,NÃO DIVULGÁVEL,70300
BEATRIZ ARAUJO,PRTB,PA,31.0,FEMININO,ENSINO MÉDIO COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,28133
GISLAINE DURSKI,PT,SC,38.0,FEMININO,SUPERIOR COMPLETO,AGENTE ADMINISTRATIVO,N,NÃO DIVULGÁVEL,13113
PROFESSORA JAQUELINE,UNIÃO,SP,39.0,FEMININO,LÊ E ESCREVE,OUTROS,N,NÃO DIVULGÁVEL,44171
PAULINHO WEISS,PSB,SC,41.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,40789
DENILSON PALETÓ,PATRIOTA,MG,52.0,MASCULINO,ENSINO MÉDIO INCOMPLETO,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,N,NÃO DIVULGÁVEL,51444
JACIARA XAVIER,REDE,PB,34.0,FEMININO,SUPERIOR INCOMPLETO,ARTISTA PLÁSTICO E ASSEMELHADOS,N,NÃO DIVULGÁVEL,18555
HILTON CARVALHO,PATRIOTA,MA,44.0,MASCULINO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,51200
POLICIAL ARAÚJO,PROS,AC,49.0,MASCULINO,SUPERIOR COMPLETO,POLICIAL CIVIL,N,NÃO DIVULGÁVEL,90555
CAROL COSTA,MDB,MA,42.0,FEMININO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,15678
MARIO MARCOS MAMACO,PMN,MG,59.0,MASCULINO,ENSINO MÉDIO INCOMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,33032
VERA DA SAÚDE,PSD,BA,56.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,55666
JULIAN CUADAL,PSD,RO,43.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,55000
GEOVANE AMAPAENSE,PODE,AP,44.0,MASCULINO,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,19777
ALEXANDRE FONSECA,PSOL,RJ,31.0,MASCULINO,SUPERIOR INCOMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,50333
JOCIMAR SANTOS,DC,SC,45.0,MASCULINO,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,27123
CARLA ROBERTA,AVANTE,SC,25.0,FEMININO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,70789
SANDRA CIGANINHA,PSD,SE,55.0,FEMININO,ENSINO MÉDIO INCOMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,55713
COLEGA,PP,SP,53.0,FEMININO,SUPERIOR COMPLETO,DONA DE CASA,N,NÃO DIVULGÁVEL,11560
MARCELO VIEIRA,PRTB,PE,54.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,28007
SOSSELLA,PDT,RS,61.0,MASCULINO,SUPERIOR COMPLETO,BANCÁRIO E ECONOMIÁRIO,N,NÃO DIVULGÁVEL,12333
ADJALBAS PEREIRA,PSC,BA,60.0,MASCULINO,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,20654
ADRIELE,PDT,AM,34.0,FEMININO,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,12569
EDSON ARAUJO,PSB,MA,70.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,40888
DANIELZINHO KACETEIRO,PSD,SE,47.0,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CANTOR E COMPOSITOR,N,NÃO DIVULGÁVEL,55223
JORGINHO ARAUJO,PSD,SE,31.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,55777
IRMÃO JOSÉ MAURO,PMB,ES,48.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,REPRESENTANTE COMERCIAL,N,NÃO DIVULGÁVEL,35013
RUBEN SOUSA  RUBETA ,PODE,MG,64.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,19537
RODRIGO MINOTTO,PDT,SC,49.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,S,NÃO DIVULGÁVEL,12345
SAIMON DIAS,PROS,AP,48.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,90090
JUNIOR MANCHINERI,PT,AC,22.0,MASCULINO,SUPERIOR INCOMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,13456
LAURA FERRAZ BAICK,NOVO,RS,27.0,FEMININO,SUPERIOR INCOMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,30003
GUILHERME CORTEZ,PSOL,SP,25.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,50005
PEDRITO,UNIÃO,PB,46.0,MASCULINO,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,44800
PROFESSORA MARGARIDA,MDB,SE,69.0,FEMININO,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,15222
PAPA GOIS,UNIÃO,SP,32.0,MASCULINO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44200
MARCIO MAIA,PL,GO,52.0,MASCULINO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,22045
RITA MANGANGA,REDE,PI,64.0,FEMININO,ENSINO MÉDIO COMPLETO,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),N,NÃO DIVULGÁVEL,18018
ROBERTO COSTA,MDB,MA,48.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,15789
PROFESSOR OSNI WAGNER,PSB,SC,55.0,MASCULINO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,40506
DELEGADO OLIM,PP,SP,64.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,11777
HELIO HENRIQUE QUEIROZ,PDT,MG,34.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,12444
CLAUDIO CYPRIANO,PSC,RJ,49.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,20208
GIVANILDO DE PAULA,PATRIOTA,MS,43.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,51005
LUCIANA DO NASCIMENTO,PDT,RO,45.0,FEMININO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,12445
LEO GOIS,PATRIOTA,SC,53.0,FEMININO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,51200
EDILSON CARLOS,PATRIOTA,PE,52.0,MASCULINO,ENSINO MÉDIO COMPLETO,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",N,NÃO DIVULGÁVEL,51422
EDMILSON CARDOZO,DC,RJ,45.0,MASCULINO,ENSINO MÉDIO COMPLETO,OPERADOR DE APARELHOS DE PRODUÇÃO INDUSTRIAL,N,NÃO DIVULGÁVEL,27200
JOSINALDO BOMBEIRO,DC,RJ,59.0,MASCULINO,ENSINO MÉDIO COMPLETO,BOMBEIRO MILITAR,N,NÃO DIVULGÁVEL,27193
MARIVALDO MONTEIRO,PL,BA,60.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,22011
SEU JOSÉ,PDT,PA,59.0,MASCULINO,SUPERIOR INCOMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,12888
DABSON BUENO,UNIÃO,RO,38.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44100
APÓSTOLO CARLOS BRUNILDO,REPUBLICANOS,CE,45.0,MASCULINO,SUPERIOR COMPLETO,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,N,NÃO DIVULGÁVEL,10122
CARLOS CONSTRUTOR,PROS,MG,49.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,90122
VAGNER FEDERAL,AVANTE,BA,47.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,70800
PASTORA NIVANIR,PSDB,GO,54.0,FEMININO,SUPERIOR COMPLETO,DONA DE CASA,N,NÃO DIVULGÁVEL,45245
PROFESSORA ADRIANA DE MORAES,PATRIOTA,RJ,44.0,FEMININO,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,51314
IRMÃO PEDRO,PSD,GO,55.0,MASCULINO,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,55900
MISSIONARIA TATYANE,PTB,SE,29.0,FEMININO,ENSINO MÉDIO INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,14555
EMILY DA SAÚDE LITORAL,PTB,PR,42.0,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,14888
OSMAR BRAGA O COWBOY,AGIR,RO,49.0,MASCULINO,ENSINO MÉDIO COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,36000
LILIAN DINIZ,REDE,SP,46.0,FEMININO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,18199
PATRÍCIA MELO,PT,MG,33.0,FEMININO,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,13180
PR RODRIGO PIRES,DC,ES,48.0,MASCULINO,ENSINO MÉDIO COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,27007
ELISA MORAES,PL,RJ,47.0,FEMININO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,22140
LEONEL DE ESQUERDA,PT,RJ,33.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,13012
SANTINI,PODE,RS,49.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,19777
ANGELA MARIA,PMN,GO,47.0,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,"TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO",N,NÃO DIVULGÁVEL,33900
GREIDS ALVES,MDB,PR,40.0,MASCULINO,ENSINO MÉDIO COMPLETO,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,N,NÃO DIVULGÁVEL,15002
EMANUEL CRISTOVÃO,REPUBLICANOS,AL,34.0,MASCULINO,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,10115
NELSON MORAIS,PMB,MG,71.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,35089
ADAVILSON TCHÁ TCHÁ,PSDB,RS,40.0,MASCULINO,SUPERIOR INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,45145
RENATA FALZONI,PSB,SP,69.0,FEMININO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,40400
ANDRÉ PEDRA 90,PC do B,MT,36.0,MASCULINO,SUPERIOR INCOMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,65090
ALDIERIO PEREIRA,PSTU,MG,46.0,MASCULINO,ENSINO MÉDIO COMPLETO,TRABALHADOR METALÚRGICO E SIDERÚRGICO,N,NÃO DIVULGÁVEL,16316
BISPA ADRIANA,DC,MS,48.0,FEMININO,ENSINO MÉDIO COMPLETO,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,N,NÃO DIVULGÁVEL,27172
PAULA NARDI,UNIÃO,RS,29.0,FEMININO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44018
ALOÍSIO VAREJÃO,PSB,ES,57.0,MASCULINO,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,40000
ROSANGELA DONADON,UNIÃO,RO,46.0,FEMININO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,44321
OTININHO,PP,MG,50.0,MASCULINO,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,11655
SABIÁ DA SERRA,PL,RS,71.0,MASCULINO,ENSINO MÉDIO INCOMPLETO,REPRESENTANTE COMERCIAL,N,NÃO DIVULGÁVEL,22018
RAMON MENEZES,MDB,PB,28.0,MASCULINO,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,15678
OBERDAN FALCÃO,PSDB,RR,36.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,45555
JULIANA ARANDA DA RU,PRTB,MS,48.0,FEMININO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,28001
DRA QUELIN SOBIESKI,AVANTE,SP,60.0,FEMININO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,70010
MICHELE NOVAES,AVANTE,SP,45.0,FEMININO,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,70013
EVERTON KREMER BRANQUINHO,MDB,RS,34.0,MASCULINO,SUPERIOR INCOMPLETO,PRODUTOR AGROPECUÁRIO,N,NÃO DIVULGÁVEL,15123
PROF. DALVA,PROS,PR,45.0,FEMININO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,90120
KÁTIA,PT,GO,46.0,FEMININO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,13013
APOSTOLO RIBEIRO,PROS,CE,65.0,MASCULINO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,90091
BETÂNIA ARAÚJO,AVANTE,BA,45.0,FEMININO,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,70777
SEBASTIÃO SANTOS,REPUBLICANOS,SP,58.0,MASCULINO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,10321
EDELSON BENÇA,PMB,PE,50.0,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,N,NÃO DIVULGÁVEL,35017
CAIO ANDRÉ,PSC,AM,43.0,MASCULINO,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,20555
DENTINHO,PODE,SC,39.0,MASCULINO,SUPERIOR INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,19123
WELMA LIRA,PATRIOTA,GO,48.0,FEMININO,SUPERIOR INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,51222
KELLY CAVALCANTI,PROS,PR,40.0,FEMININO,ENSINO MÉDIO COMPLETO,DONA DE CASA,N,NÃO DIVULGÁVEL,90777
 RAMIRO ROSÁRIO,PSDB,RS,36.0,MASCULINO,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,45200
BRUNA RAQUEL,PL,PB,30.0,FEMININO,ENSINO MÉDIO COMPLETO,"SECRETÁRIO,ESTENÓGRAFO,DATILÓGRAFO,RECEPCIONISTA,TELEFONISTA,TAQUÍGRAF",N,NÃO DIVULGÁVEL,22567
RAYANE ANDRADE,PT,RN,29.0,FEMININO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,13111
LAFAIETT BORBA,UNIÃO,RS,43.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44578
CORONEL DINIZ,REPUBLICANOS,SP,65.0,MASCULINO,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,10255
POETA PAULO DE CARVALHO,PSOL,PE,62.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,50321
NILSA DO PT,PT,PR,62.0,FEMININO,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,13456
RENATINHA DAS VARGENS,PSC,RJ,53.0,FEMININO,SUPERIOR COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,20777
LENA DO PARAIBA,MDB,PB,38.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,15666
SHARLLAM,PSOL,MA,43.0,MASCULINO,ENSINO MÉDIO COMPLETO,AGENTE ADMINISTRATIVO,N,NÃO DIVULGÁVEL,50100
EMERSON DDD,PSB,MG,48.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,40031
PROFESSOR FRAGA,PROS,SP,47.0,MASCULINO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,90007
CLAUDIA ROCHA,PRTB,MG,54.0,FEMININO,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,28666
JU SALVETTI,REDE,SP,47.0,FEMININO,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,18016
AGOPIN.COM,MDB,CE,52.0,MASCULINO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,15007
PR MARCELA CRISTINA,SOLIDARIEDADE,RJ,40.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,77023
GUARACIABA CAETANO,PMB,GO,64.0,FEMININO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,35180
DR DIOGO GARCIA,NOVO,SP,42.0,MASCULINO,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,30007
ELIANE PINHEIRO,PSDB,GO,57.0,FEMININO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,45451
INSTRUTOR DAVI,PMN,SP,55.0,MASCULINO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,33300
LÁZARO DO PIAUÍ,REPUBLICANOS,PI,68.0,MASCULINO,SUPERIOR COMPLETO,CANTOR E COMPOSITOR,N,NÃO DIVULGÁVEL,10222
